TICKER,SICCD,sic_divisions,sic_detailed
AERS,3720,Manufacturing,Transportation Equipment
UMCE,3820,Manufacturing,Instruments & Related Products
BBKS,2335,Manufacturing,Apparel
METO,4840,"Transportation, Communications & Utilities",Communications
INET,4210,"Transportation, Communications & Utilities",Transportation
LAUR,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
UNIF,2640,Manufacturing,Paper & Allied Products
GKRVF,1020,Mining,Metal Mining
JCFS,6030,"Finance, Insurance & Real Estate",Banking
MARI,1310,Mining,Oil & Gas Extraction
KFSB,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ITIN,6311,"Finance, Insurance & Real Estate",Insurance Carriers
DLOVF,1310,Mining,Oil & Gas Extraction
NPCO,1380,Mining,Oil & Gas Extraction
KRLZ,5120,Wholesale Trade,Wholesale Trade - Nondurable Goods
DOBQ,2010,Manufacturing,Food & Kindred Products
PEER,7810,Services,Motion Pictures
CMCM,5060,Wholesale Trade,Wholesale Trade - Durable Goods
FRGB,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
SBKSA,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
BGT,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
WDBN,1310,Mining,Oil & Gas Extraction
PPCI,7380,Services,Business Services
EMON,1780,Construction,Special Trade Contractors
RSIH,5080,Wholesale Trade,Wholesale Trade - Durable Goods
AAMC,6160,"Finance, Insurance & Real Estate",Credit Agencies
MRTK,920,"Agriculture, Forestry & Fishing","Fishing, Hunting & Trapping"
RBCN,7370,Services,Business Services
IRI,3845,Manufacturing,Instruments & Related Products
PNRG,1311,Mining,Oil & Gas Extraction
CALVF,1040,Mining,Metal Mining
NROM,5812,Retail Trade,Eating & Drinking Places
RRMLF,1310,Mining,Oil & Gas Extraction
TPEX,1380,Mining,Oil & Gas Extraction
NATS,6210,"Finance, Insurance & Real Estate",Securities & Commodities Brokers
DIGM,3660,Manufacturing,Electronic & Other Electrical Equipment
GALV,1310,Mining,Oil & Gas Extraction
GKCI,1310,Mining,Oil & Gas Extraction
ACOI,5995,Retail Trade,Miscellaneous Retail
MCIRF,6790,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
PIFI,2040,Manufacturing,Food & Kindred Products
SCR,7359,Services,Business Services
CHCA,3840,Manufacturing,Instruments & Related Products
SWBI,6030,"Finance, Insurance & Real Estate",Banking
WINR,7370,Services,Business Services
TAPI,3550,Manufacturing,Industrial Machinery & Equipment
STAS,3660,Manufacturing,Electronic & Other Electrical Equipment
PNTGF,1380,Mining,Oil & Gas Extraction
FPEX,1310,Mining,Oil & Gas Extraction
HN,Z,,
WPIN,4950,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
MEGO,6530,"Finance, Insurance & Real Estate",Real Estate
CANPV,2390,Manufacturing,Apparel
ANBC,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
FIVD,3670,Manufacturing,Electronic & Other Electrical Equipment
SYMT,3670,Manufacturing,Electronic & Other Electrical Equipment
SIMRF,1040,Mining,Metal Mining
RALL,6790,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
AWSI,1380,Mining,Oil & Gas Extraction
AXAS,1380,Mining,Oil & Gas Extraction
KLH,5064,Wholesale Trade,Wholesale Trade - Durable Goods
FBPC,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
KNVCF,1040,Mining,Metal Mining
BOTN,8990,Services,
THLM,6210,"Finance, Insurance & Real Estate",Securities & Commodities Brokers
ERCC,3690,Manufacturing,Electronic & Other Electrical Equipment
SEAK,8990,Services,
UTEC,2820,Manufacturing,Chemicals
ARINA,6390,"Finance, Insurance & Real Estate",Insurance Carriers
TNLS,7510,Services,Auto Repair & Services
IBGI,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
DNFD,6030,"Finance, Insurance & Real Estate",Banking
DBCC,4830,"Transportation, Communications & Utilities",Communications
ICFI,8710,Services,Engineering & Management Services
QUES,1310,Mining,Oil & Gas Extraction
TSFC,2710,Manufacturing,Printing & Publishing
CFCP,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
BUTL,8710,Services,Engineering & Management Services
SBUX,5490,Retail Trade,Food Stores
CTEC,3820,Manufacturing,Instruments & Related Products
ULR,2911,Manufacturing,Petroleum Refining
ASM,7997,Services,Amusement & Recreation
ATLI,3840,Manufacturing,Instruments & Related Products
WCBI,6030,"Finance, Insurance & Real Estate",Banking
DBLE,1380,Mining,Oil & Gas Extraction
SIRC,5137,Wholesale Trade,Wholesale Trade - Nondurable Goods
WLTK,7370,Services,Business Services
DVRFS,6720,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
WINN,2740,Manufacturing,Printing & Publishing
CDBK,6020,"Finance, Insurance & Real Estate",Banking
AECO,3690,Manufacturing,Electronic & Other Electrical Equipment
SLMD,3600,Manufacturing,Electronic & Other Electrical Equipment
RHS,8399,Services,Social Services
TLCNZ,6550,"Finance, Insurance & Real Estate",Real Estate
GLRS,7030,Services,Hotels & Other Lodging Places
CRCOA,6310,"Finance, Insurance & Real Estate",Insurance Carriers
ISS,2511,Manufacturing,Furniture & Fixtures
RAM,3635,Manufacturing,Electronic & Other Electrical Equipment
AMBF,5962,Retail Trade,Miscellaneous Retail
ABFS,4210,"Transportation, Communications & Utilities",Transportation
CIRI,5944,Retail Trade,Miscellaneous Retail
MTSI,3570,Manufacturing,Industrial Machinery & Equipment
PTIS,3550,Manufacturing,Industrial Machinery & Equipment
KIDD,3940,Manufacturing,Miscellaneous Manufacturing
VANDF,1040,Mining,Metal Mining
DAHI,5120,Wholesale Trade,Wholesale Trade - Nondurable Goods
CANP,2390,Manufacturing,Apparel
DBCC,6280,"Finance, Insurance & Real Estate",Securities & Commodities Brokers
PRPEF,1310,Mining,Oil & Gas Extraction
ISTEF,6150,"Finance, Insurance & Real Estate",Credit Agencies
SCBC,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
CSCI,3440,Manufacturing,Fabricated Metal Products
EEGL,5500,Retail Trade,Automotive Dealers
JAKO,3610,Manufacturing,Electronic & Other Electrical Equipment
MRNCZ,7990,Services,Amusement & Recreation
BALB,8730,Services,Engineering & Management Services
BLE,5311,Retail Trade,General Merchandise Stores
REX,3589,Manufacturing,Industrial Machinery & Equipment
ALCC,6790,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
SUPD,2950,Manufacturing,Petroleum Refining
CFBC,6030,"Finance, Insurance & Real Estate",Banking
SAND,7370,Services,Business Services
ESBK,6020,"Finance, Insurance & Real Estate",Banking
FFDP,6030,"Finance, Insurance & Real Estate",Banking
CNTBY,8730,Services,Engineering & Management Services
DRAI,7370,Services,Business Services
CIII,5140,Wholesale Trade,Wholesale Trade - Nondurable Goods
BBIOY,2830,Manufacturing,Chemicals
OSBF,6030,"Finance, Insurance & Real Estate",Banking
PEZVF,8740,Services,Engineering & Management Services
CWII,4810,"Transportation, Communications & Utilities",Communications
OHIOF,1090,Mining,Metal Mining
GENC,3350,Manufacturing,Primary Metal Industries
PX,2819,Manufacturing,Chemicals
HIST,5990,Retail Trade,Miscellaneous Retail
NOBH,2451,Manufacturing,Lumber & Wood Products
VESP,3440,Manufacturing,Fabricated Metal Products
CNSC,5082,Wholesale Trade,Wholesale Trade - Durable Goods
HNFC,6030,"Finance, Insurance & Real Estate",Banking
BPMD,3840,Manufacturing,Instruments & Related Products
FISH,1380,Mining,Oil & Gas Extraction
BAYU,6510,"Finance, Insurance & Real Estate",Real Estate
CALN,3440,Manufacturing,Fabricated Metal Products
MBNC,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ARMF,2090,Manufacturing,Food & Kindred Products
MWFD,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
SAME,5014,Wholesale Trade,Wholesale Trade - Durable Goods
VICM,4811,"Transportation, Communications & Utilities",Communications
BNRY,1381,Mining,Oil & Gas Extraction
CLPI,2610,Manufacturing,Paper & Allied Products
ACYT,8071,Services,Health Services
KINV,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ABCI,6030,"Finance, Insurance & Real Estate",Banking
NMPS,2830,Manufacturing,Chemicals
NAC,6162,"Finance, Insurance & Real Estate",Credit Agencies
NYM,6331,"Finance, Insurance & Real Estate",Insurance Carriers
AGLF,6530,"Finance, Insurance & Real Estate",Real Estate
CHN,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
EISI,7370,Services,Business Services
ARGS,2830,Manufacturing,Chemicals
BCM,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ABCN,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
FFBA,6030,"Finance, Insurance & Real Estate",Banking
FIFC,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
PARO,1310,Mining,Oil & Gas Extraction
CCP,6311,"Finance, Insurance & Real Estate",Insurance Carriers
GRERF,1040,Mining,Metal Mining
EDUSF,7370,Services,Business Services
FFSX,6030,"Finance, Insurance & Real Estate",Banking
SOED,6310,"Finance, Insurance & Real Estate",Insurance Carriers
SES,9611,Public Administration,Administration of Economic Programs
GCH,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
SIC,8732,Services,Engineering & Management Services
BRALF,1380,Mining,Oil & Gas Extraction
JFC,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
SFSWA,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
DIAGF,2830,Manufacturing,Chemicals
BEERF,2080,Manufacturing,Food & Kindred Products
BLSA,2830,Manufacturing,Chemicals
EQ,6311,"Finance, Insurance & Real Estate",Insurance Carriers
ABCW,6030,"Finance, Insurance & Real Estate",Banking
EAGL,5250,Retail Trade,Building Materials & Garden Supplies
MEDR,3840,Manufacturing,Instruments & Related Products
WIRE,3350,Manufacturing,Primary Metal Industries
ZOLL,3840,Manufacturing,Instruments & Related Products
AMPX,3660,Manufacturing,Electronic & Other Electrical Equipment
ABE,3728,Manufacturing,Transportation Equipment
MMU,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
MSBK,6030,"Finance, Insurance & Real Estate",Banking
TTGI,3840,Manufacturing,Instruments & Related Products
IRPPF,1380,Mining,Oil & Gas Extraction
GEOK,1311,Mining,Oil & Gas Extraction
NNN,6799,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
MYT,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
MQY,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
MIC,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ASI,3669,Manufacturing,Electronic & Other Electrical Equipment
MCBN,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
VAFD,6020,"Finance, Insurance & Real Estate",Banking
STRM,3660,Manufacturing,Electronic & Other Electrical Equipment
OGHS,4920,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
GTK,7374,Services,Business Services
FPNX,3570,Manufacturing,Industrial Machinery & Equipment
MFCB,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
FMPO,1310,Mining,Oil & Gas Extraction
IFSRF,1380,Mining,Oil & Gas Extraction
PLANF,1310,Mining,Oil & Gas Extraction
BSP,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ETS,3564,Manufacturing,Industrial Machinery & Equipment
NPM,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
PYXS,7350,Services,Business Services
SLM,6159,"Finance, Insurance & Real Estate",Credit Agencies
NXR,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
IRTI,8740,Services,Engineering & Management Services
SMD,3842,Manufacturing,Instruments & Related Products
PGD,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
MEGF,5410,Retail Trade,Food Stores
CRVL,6410,"Finance, Insurance & Real Estate",Insurance Agents
SWBC,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
LBF,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
WEL,2834,Manufacturing,Chemicals
FRC,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
RCLA,6770,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
AUST,5810,Retail Trade,Eating & Drinking Places
GSMI,4950,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
HEAT,5983,Retail Trade,Miscellaneous Retail
SFTIF,7370,Services,Business Services
RHE,7922,Services,Amusement & Recreation
SNL,3570,Manufacturing,Industrial Machinery & Equipment
ENP,4922,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
HOLD,3570,Manufacturing,Industrial Machinery & Equipment
ECNCF,1040,Mining,Metal Mining
SBT,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
FLG,6211,"Finance, Insurance & Real Estate",Securities & Commodities Brokers
LYNG,4580,"Transportation, Communications & Utilities",Transportation
RATH,6330,"Finance, Insurance & Real Estate",Insurance Carriers
MTSC,3820,Manufacturing,Instruments & Related Products
GIES,3590,Manufacturing,Industrial Machinery & Equipment
EGY,3825,Manufacturing,Instruments & Related Products
HITK,5120,Wholesale Trade,Wholesale Trade - Nondurable Goods
APW,3492,Manufacturing,Fabricated Metal Products
WEG,4924,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
CCS,5995,Retail Trade,Miscellaneous Retail
XSYS,3820,Manufacturing,Instruments & Related Products
GBDC,1530,Construction,Building Construction
CREAF,3570,Manufacturing,Industrial Machinery & Equipment
ENCRF,6550,"Finance, Insurance & Real Estate",Real Estate
PEAK,5040,Wholesale Trade,Wholesale Trade - Durable Goods
MCSY,7370,Services,Business Services
AMXI,4810,"Transportation, Communications & Utilities",Communications
EMT,4119,"Transportation, Communications & Utilities",Transportation
CNIT,6030,"Finance, Insurance & Real Estate",Banking
TAD,7372,Services,Business Services
EZCOF,5060,Wholesale Trade,Wholesale Trade - Durable Goods
CMD,8063,Services,Health Services
NATK,7380,Services,Business Services
OHI,8399,Services,Social Services
ARBH,6160,"Finance, Insurance & Real Estate",Credit Agencies
BNYN,7370,Services,Business Services
KWIC,6530,"Finance, Insurance & Real Estate",Real Estate
SADL,2731,Manufacturing,Printing & Publishing
TOPS,5730,Retail Trade,Home Furniture & Equipment
ENVG,8740,Services,Engineering & Management Services
MHBT,8170,Services,Legal Services
TNET,7370,Services,Business Services
OGSI,5040,Wholesale Trade,Wholesale Trade - Durable Goods
AMSR,7360,Services,Business Services
BCHP,3570,Manufacturing,Industrial Machinery & Equipment
VACI,7990,Services,Amusement & Recreation
BIIEF,2540,Manufacturing,Furniture & Fixtures
FNCO,5990,Retail Trade,Miscellaneous Retail
ADWC,4940,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
BTOP,3710,Manufacturing,Transportation Equipment
MDMI,2020,Manufacturing,Food & Kindred Products
TSQ,8049,Services,Health Services
IPEC,3690,Manufacturing,Electronic & Other Electrical Equipment
PPH,8011,Services,Health Services
AMRS,6160,"Finance, Insurance & Real Estate",Credit Agencies
KLHE,8910,Services,
SFSW,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
JEQ,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
CVN,7372,Services,Business Services
ILHL,8930,Services,
PSYS,2810,Manufacturing,Chemicals
CNTL,5090,Wholesale Trade,Wholesale Trade - Durable Goods
RMR,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
PNNW,4990,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
VCHCV,2090,Manufacturing,Food & Kindred Products
SER,7011,Services,Hotels & Other Lodging Places
LTC,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ATMD,5910,Retail Trade,Miscellaneous Retail
ALDN,2750,Manufacturing,Printing & Publishing
KIDZ,5090,Wholesale Trade,Wholesale Trade - Durable Goods
PVB,6311,"Finance, Insurance & Real Estate",Insurance Carriers
SOC,3634,Manufacturing,Electronic & Other Electrical Equipment
DAP,5015,Wholesale Trade,Wholesale Trade - Durable Goods
PVA,6311,"Finance, Insurance & Real Estate",Insurance Carriers
DANS,2330,Manufacturing,Apparel
LAYN,1780,Construction,Special Trade Contractors
PACO,2650,Manufacturing,Paper & Allied Products
LQMD,3840,Manufacturing,Instruments & Related Products
BLK,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ABRS,5330,Retail Trade,General Merchandise Stores
BKCS,3670,Manufacturing,Electronic & Other Electrical Equipment
PRCP,3820,Manufacturing,Instruments & Related Products
TEMD,8080,Services,Health Services
WSTE,8740,Services,Engineering & Management Services
ID,3297,Manufacturing,"Stone, Clay & Glass Products"
IMUTF,2830,Manufacturing,Chemicals
EELC,5500,Retail Trade,Automotive Dealers
EVRG,7370,Services,Business Services
VCHPV,2090,Manufacturing,Food & Kindred Products
JPI,6799,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ABMD,3840,Manufacturing,Instruments & Related Products
SNSC,3940,Manufacturing,Miscellaneous Manufacturing
