TICKER,SICCD,sic_divisions,sic_detailed
BCH,6022,"Finance, Insurance & Real Estate",Banking
HMII,3630,Manufacturing,Electronic & Other Electrical Equipment
MIND,5000,Wholesale Trade,Wholesale Trade - Durable Goods
IRS,6282,"Finance, Insurance & Real Estate",Securities & Commodities Brokers
SCTR,4890,"Transportation, Communications & Utilities",Communications
ESI,6732,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
OCAI,8740,Services,Engineering & Management Services
NTBM,8070,Services,Health Services
DLRT,5330,Retail Trade,General Merchandise Stores
TELL,4810,"Transportation, Communications & Utilities",Communications
SSBL,6030,"Finance, Insurance & Real Estate",Banking
SAGC,6790,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
PREN,6510,"Finance, Insurance & Real Estate",Real Estate
IHF,1542,Construction,Building Construction
MSN,5064,Wholesale Trade,Wholesale Trade - Durable Goods
SNO,5599,Retail Trade,Automotive Dealers
GNL,2211,Manufacturing,Textile Mill Products
KLOFY,1040,Mining,Metal Mining
AGRPA,4830,"Transportation, Communications & Utilities",Communications
DRFNY,1040,Mining,Metal Mining
ALLY,7990,Services,Amusement & Recreation
FMN,6021,"Finance, Insurance & Real Estate",Banking
AGRPB,4830,"Transportation, Communications & Utilities",Communications
LCI,3663,Manufacturing,Electronic & Other Electrical Equipment
CXC,8744,Services,Engineering & Management Services
LNTV,4830,"Transportation, Communications & Utilities",Communications
DIV,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
TDAY,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
OBT,6035,"Finance, Insurance & Real Estate",Banking
TIGR,7370,Services,Business Services
SASOY,1320,Mining,Oil & Gas Extraction
TPH,7359,Services,Business Services
DLFI,6310,"Finance, Insurance & Real Estate",Insurance Carriers
TNCI,1310,Mining,Oil & Gas Extraction
CAFI,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
MMGT,7350,Services,Business Services
LYDPY,1090,Mining,Metal Mining
FRO,4813,"Transportation, Communications & Utilities",Communications
HLND,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
JANX,3940,Manufacturing,Miscellaneous Manufacturing
EEX,1311,Mining,Oil & Gas Extraction
EFCW,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
FSBI,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
CCHIB,2731,Manufacturing,Printing & Publishing
FOBC,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
KNA,3699,Manufacturing,Electronic & Other Electrical Equipment
CCHIA,2731,Manufacturing,Printing & Publishing
TWIN,6030,"Finance, Insurance & Real Estate",Banking
ADVG,5730,Retail Trade,Home Furniture & Equipment
SGK,3089,Manufacturing,Rubber & Plastics Products
CKFB,6030,"Finance, Insurance & Real Estate",Banking
CTYA,4840,"Transportation, Communications & Utilities",Communications
GTRN,5990,Retail Trade,Miscellaneous Retail
BORAY,3250,Manufacturing,"Stone, Clay & Glass Products"
FSNJ,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
JHCC,2330,Manufacturing,Apparel
DIYS,3840,Manufacturing,Instruments & Related Products
IVIAF,3570,Manufacturing,Industrial Machinery & Equipment
ADK,3825,Manufacturing,Instruments & Related Products
ADIAY,7360,Services,Business Services
XNVAY,8730,Services,Engineering & Management Services
ETFS,6030,"Finance, Insurance & Real Estate",Banking
SUNP,2830,Manufacturing,Chemicals
DME,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
TGB,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
TGA,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
OPMX,830,"Agriculture, Forestry & Fishing",
LIVE,7810,Services,Motion Pictures
CALP,3940,Manufacturing,Miscellaneous Manufacturing
ESX,6162,"Finance, Insurance & Real Estate",Credit Agencies
GWBC,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
NUMD,8360,Services,Social Services
KILN,6210,"Finance, Insurance & Real Estate",Securities & Commodities Brokers
TMLN,7370,Services,Business Services
FSRVF,7340,Services,Business Services
STEL,4810,"Transportation, Communications & Utilities",Communications
SMCC,3710,Manufacturing,Transportation Equipment
WLFI,2590,Manufacturing,Furniture & Fixtures
MSADY,5010,Wholesale Trade,Wholesale Trade - Durable Goods
GB,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
RPIA,6510,"Finance, Insurance & Real Estate",Real Estate
HZFS,6030,"Finance, Insurance & Real Estate",Banking
DSL,6036,"Finance, Insurance & Real Estate",Banking
NETK,3660,Manufacturing,Electronic & Other Electrical Equipment
NSIT,5040,Wholesale Trade,Wholesale Trade - Durable Goods
ADSP,3570,Manufacturing,Industrial Machinery & Equipment
AHNT,5040,Wholesale Trade,Wholesale Trade - Durable Goods
STAK,5810,Retail Trade,Eating & Drinking Places
FHC,2834,Manufacturing,Chemicals
RCII,7350,Services,Business Services
OSTX,8730,Services,Engineering & Management Services
KNIC,3940,Manufacturing,Miscellaneous Manufacturing
NPTH,7370,Services,Business Services
FKFS,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
TYGN,3550,Manufacturing,Industrial Machinery & Equipment
FAIR,7990,Services,Amusement & Recreation
DZTK,5040,Wholesale Trade,Wholesale Trade - Durable Goods
LVI,7389,Services,Business Services
ASH,1311,Mining,Oil & Gas Extraction
SMITF,3540,Manufacturing,Industrial Machinery & Equipment
ISFEA,5040,Wholesale Trade,Wholesale Trade - Durable Goods
DG,5399,Retail Trade,General Merchandise Stores
FNV,6153,"Finance, Insurance & Real Estate",Credit Agencies
PWBC,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
TCB,6030,"Finance, Insurance & Real Estate",Banking
OUSA,3560,Manufacturing,Industrial Machinery & Equipment
PCC,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
MSBB,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
JRM,1389,Mining,Oil & Gas Extraction
CHFD,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
PULS,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
HOT,7011,Services,Hotels & Other Lodging Places
ULTR,3670,Manufacturing,Electronic & Other Electrical Equipment
HRL,2032,Manufacturing,Food & Kindred Products
CFBN,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
CSTIF,5090,Wholesale Trade,Wholesale Trade - Durable Goods
TCPI,2890,Manufacturing,Chemicals
BRKS,3550,Manufacturing,Industrial Machinery & Equipment
CGM,3996,Manufacturing,Miscellaneous Manufacturing
FAHC,6320,"Finance, Insurance & Real Estate",Insurance Carriers
ETFS,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
CNRG,1380,Mining,Oil & Gas Extraction
FABC,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
FGHC,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
SMTL,3550,Manufacturing,Industrial Machinery & Equipment
WFSL,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ASD,3585,Manufacturing,Industrial Machinery & Equipment
LSBI,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
COEV,8740,Services,Engineering & Management Services
ISSI,3670,Manufacturing,Electronic & Other Electrical Equipment
MSBF,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
MFSB,6030,"Finance, Insurance & Real Estate",Banking
PLCO,5945,Retail Trade,Miscellaneous Retail
FTET,4832,"Transportation, Communications & Utilities",Communications
CBVI,3570,Manufacturing,Industrial Machinery & Equipment
SROM,6150,"Finance, Insurance & Real Estate",Credit Agencies
DW,3442,Manufacturing,Fabricated Metal Products
HMWK,8200,Services,Educational Services
EQUUS,6510,"Finance, Insurance & Real Estate",Real Estate
NICK,7832,Services,Motion Pictures
CIBI,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
CTRA,7370,Services,Business Services
ISO,8099,Services,Health Services
MG,6221,"Finance, Insurance & Real Estate",Securities & Commodities Brokers
KOGC,1310,Mining,Oil & Gas Extraction
SISB,6030,"Finance, Insurance & Real Estate",Banking
HBBI,6030,"Finance, Insurance & Real Estate",Banking
PDGS,8740,Services,Engineering & Management Services
ISDI,3670,Manufacturing,Electronic & Other Electrical Equipment
KTIE,7380,Services,Business Services
CORX,8731,Services,Engineering & Management Services
GMGC,7370,Services,Business Services
CARS,6410,"Finance, Insurance & Real Estate",Insurance Agents
GTMI,8730,Services,Engineering & Management Services
RLR,6311,"Finance, Insurance & Real Estate",Insurance Carriers
SIMS,3660,Manufacturing,Electronic & Other Electrical Equipment
PCBC,6030,"Finance, Insurance & Real Estate",Banking
STT,6021,"Finance, Insurance & Real Estate",Banking
PSCO,7370,Services,Business Services
ACRO,3663,Manufacturing,Electronic & Other Electrical Equipment
STBI,3670,Manufacturing,Electronic & Other Electrical Equipment
ADCO,2890,Manufacturing,Chemicals
BCTI,5111,Wholesale Trade,Wholesale Trade - Nondurable Goods
TOYH,7372,Services,Business Services
AFGL,7380,Services,Business Services
SZB,6022,"Finance, Insurance & Real Estate",Banking
OAKT,3670,Manufacturing,Electronic & Other Electrical Equipment
DSTR,1711,Construction,Special Trade Contractors
GSTRF,4810,"Transportation, Communications & Utilities",Communications
RTIC,3714,Manufacturing,Transportation Equipment
OFIS,5110,Wholesale Trade,Wholesale Trade - Nondurable Goods
MBBC,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ITC,3823,Manufacturing,Instruments & Related Products
SJSB,6030,"Finance, Insurance & Real Estate",Banking
TAMSA,7370,Services,Business Services
HCO,5065,Wholesale Trade,Wholesale Trade - Durable Goods
PACE,4210,"Transportation, Communications & Utilities",Transportation
TKS,3842,Manufacturing,Instruments & Related Products
NXTR,8730,Services,Engineering & Management Services
ACCUF,5730,Retail Trade,Home Furniture & Equipment
MALV,4922,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
HCIA,7380,Services,Business Services
MPTR,8090,Services,Health Services
ANIC,5060,Wholesale Trade,Wholesale Trade - Durable Goods
NEB,2761,Manufacturing,Printing & Publishing
PII,5599,Retail Trade,Automotive Dealers
TBZ,3942,Manufacturing,Miscellaneous Manufacturing
TCK,3629,Manufacturing,Electronic & Other Electrical Equipment
EVRO,3845,Manufacturing,Instruments & Related Products
TRK,7999,Services,Amusement & Recreation
SOL,3851,Manufacturing,Instruments & Related Products
TSAI,7370,Services,Business Services
TMSR,3670,Manufacturing,Electronic & Other Electrical Equipment
SMTH,4950,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
PGS,4924,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
ABIX,5190,Wholesale Trade,Wholesale Trade - Nondurable Goods
GDFI,7990,Services,Amusement & Recreation
RFBK,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
HYSW,7372,Services,Business Services
TCB,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
TGIC,6360,"Finance, Insurance & Real Estate",Insurance Carriers
QSYS,3550,Manufacturing,Industrial Machinery & Equipment
WSFS,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
SAGC,5940,Retail Trade,Miscellaneous Retail
CTLI,6140,"Finance, Insurance & Real Estate",Credit Agencies
ANLT,8710,Services,Engineering & Management Services
DWYR,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
SMAN,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
RCAP,6320,"Finance, Insurance & Real Estate",Insurance Carriers
THC,8062,Services,Health Services
LVEN,7110,Services,
AMTI,4953,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
MAXM,5710,Retail Trade,Home Furniture & Equipment
WGEN,6740,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
FMER,6021,"Finance, Insurance & Real Estate",Banking
TESC,4840,"Transportation, Communications & Utilities",Communications
TGVI,7370,Services,Business Services
VIAS,7370,Services,Business Services
PNBC,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
SWBI,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
COAL,1200,Mining,
DIEG,7372,Services,Business Services
WCBI,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
STRT,8740,Services,Engineering & Management Services
NHTB,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
MACC,6790,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
HMII,3460,Manufacturing,Fabricated Metal Products
BCP,2869,Manufacturing,Chemicals
CBI,1629,Construction,Heavy Construction
KASH,5411,Retail Trade,Food Stores
REST,3661,Manufacturing,Electronic & Other Electrical Equipment
GFF,3679,Manufacturing,Electronic & Other Electrical Equipment
SWRT,7370,Services,Business Services
ACNS,4810,"Transportation, Communications & Utilities",Communications
GDVS,6030,"Finance, Insurance & Real Estate",Banking
IAAC,6211,"Finance, Insurance & Real Estate",Securities & Commodities Brokers
HRY,6512,"Finance, Insurance & Real Estate",Real Estate
GRIL,5810,Retail Trade,Eating & Drinking Places
PCMS,3660,Manufacturing,Electronic & Other Electrical Equipment
HDSX,3570,Manufacturing,Industrial Machinery & Equipment
LTTO,2721,Manufacturing,Printing & Publishing
CSLR,5013,Wholesale Trade,Wholesale Trade - Durable Goods
RVFD,2040,Manufacturing,Food & Kindred Products
PSTV,4210,"Transportation, Communications & Utilities",Transportation
ITEL,8711,Services,Engineering & Management Services
SON,2679,Manufacturing,Paper & Allied Products
FLYT,3570,Manufacturing,Industrial Machinery & Equipment
SOS,7374,Services,Business Services
FCY,3089,Manufacturing,Rubber & Plastics Products
DSPC,8710,Services,Engineering & Management Services
DLTR,5330,Retail Trade,General Merchandise Stores
FWV,6022,"Finance, Insurance & Real Estate",Banking
GST,4813,"Transportation, Communications & Utilities",Communications
CRSI,6510,"Finance, Insurance & Real Estate",Real Estate
ENET,4810,"Transportation, Communications & Utilities",Communications
JMY,5390,Retail Trade,General Merchandise Stores
TIVS,7370,Services,Business Services
AGNU,2048,Manufacturing,Food & Kindred Products
CALC,3350,Manufacturing,Primary Metal Industries
FORT,2670,Manufacturing,Paper & Allied Products
DYHM,2450,Manufacturing,Lumber & Wood Products
HSNR,4920,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
NATI,3570,Manufacturing,Industrial Machinery & Equipment
HMH,9511,Public Administration,Environmental Quality & Housing
ASMLF,3550,Manufacturing,Industrial Machinery & Equipment
LMT,3761,Manufacturing,Transportation Equipment
PWIR,4810,"Transportation, Communications & Utilities",Communications
LOAN,6030,"Finance, Insurance & Real Estate",Banking
CCIR,3670,Manufacturing,Electronic & Other Electrical Equipment
SDLI,3670,Manufacturing,Electronic & Other Electrical Equipment
WEB,3316,Manufacturing,Primary Metal Industries
CDA,7311,Services,Business Services
RMDY,7370,Services,Business Services
UCHM,2870,Manufacturing,Chemicals
ASCI,5013,Wholesale Trade,Wholesale Trade - Durable Goods
ELEX,3670,Manufacturing,Electronic & Other Electrical Equipment
CBN,6022,"Finance, Insurance & Real Estate",Banking
CATX,7370,Services,Business Services
CTND,8082,Services,Health Services
HTCO,4810,"Transportation, Communications & Utilities",Communications
SGII,1222,Mining,Coal Mining
KNK,6022,"Finance, Insurance & Real Estate",Banking
CRK,5411,Retail Trade,Food Stores
MIVI,6030,"Finance, Insurance & Real Estate",Banking
RUBB,5990,Retail Trade,Miscellaneous Retail
HLMS,7380,Services,Business Services
ASW,3423,Manufacturing,Fabricated Metal Products
SMTC,3670,Manufacturing,Electronic & Other Electrical Equipment
L,6282,"Finance, Insurance & Real Estate",Securities & Commodities Brokers
ATSB,6030,"Finance, Insurance & Real Estate",Banking
WAMA,5810,Retail Trade,Eating & Drinking Places
PM,3842,Manufacturing,Instruments & Related Products
KEST,1380,Mining,Oil & Gas Extraction
DSTM,7370,Services,Business Services
HBFW,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
CGI,6311,"Finance, Insurance & Real Estate",Insurance Carriers
ACTM,3670,Manufacturing,Electronic & Other Electrical Equipment
BWFC,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
CCRI,7990,Services,Amusement & Recreation
VRONY,4840,"Transportation, Communications & Utilities",Communications
GTOS,5621,Retail Trade,Apparel & Accessory Stores
FBAI,2013,Manufacturing,Food & Kindred Products
DMN,5159,Wholesale Trade,Wholesale Trade - Nondurable Goods
ATCE,7390,Services,Business Services
LTCH,6140,"Finance, Insurance & Real Estate",Credit Agencies
PERI,3570,Manufacturing,Industrial Machinery & Equipment
SOBI,6030,"Finance, Insurance & Real Estate",Banking
EI,4924,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
GCV,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
MLTN,8730,Services,Engineering & Management Services
VARL,3660,Manufacturing,Electronic & Other Electrical Equipment
ANNB,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
CMRN,6030,"Finance, Insurance & Real Estate",Banking
SMFR,5812,Retail Trade,Eating & Drinking Places
QCFB,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ASHC,5122,Wholesale Trade,Wholesale Trade - Nondurable Goods
MALL,5960,Retail Trade,Miscellaneous Retail
RENS,7370,Services,Business Services
AKS,3325,Manufacturing,Primary Metal Industries
BDJI,6030,"Finance, Insurance & Real Estate",Banking
MSTG,7370,Services,Business Services
PBBSF,4410,"Transportation, Communications & Utilities",Transportation
HPP,2771,Manufacturing,Printing & Publishing
ARH,2611,Manufacturing,Paper & Allied Products
ACAR,6140,"Finance, Insurance & Real Estate",Credit Agencies
FNLY,5940,Retail Trade,Miscellaneous Retail
CUTC,5810,Retail Trade,Eating & Drinking Places
GUSH,1380,Mining,Oil & Gas Extraction
USC,3411,Manufacturing,Fabricated Metal Products
LUXY,7832,Services,Motion Pictures
GACC,6140,"Finance, Insurance & Real Estate",Credit Agencies
PRMS,3660,Manufacturing,Electronic & Other Electrical Equipment
CINRF,7812,Services,Motion Pictures
FSBS,6030,"Finance, Insurance & Real Estate",Banking
ISBF,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
HELO,5960,Retail Trade,Miscellaneous Retail
AVND,6030,"Finance, Insurance & Real Estate",Banking
RAIN,5810,Retail Trade,Eating & Drinking Places
MUEI,3570,Manufacturing,Industrial Machinery & Equipment
PAP,2679,Manufacturing,Paper & Allied Products
BOP,5112,Wholesale Trade,Wholesale Trade - Nondurable Goods
BWAI,5211,Retail Trade,Building Materials & Garden Supplies
CBIN,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
GFED,6030,"Finance, Insurance & Real Estate",Banking
PDTI,2830,Manufacturing,Chemicals
XPRT,7370,Services,Business Services
WEFC,6030,"Finance, Insurance & Real Estate",Banking
PSTB,6020,"Finance, Insurance & Real Estate",Banking
WBC,6321,"Finance, Insurance & Real Estate",Insurance Carriers
PMA,6162,"Finance, Insurance & Real Estate",Credit Agencies
KTZ,3663,Manufacturing,Electronic & Other Electrical Equipment
AIDA,5010,Wholesale Trade,Wholesale Trade - Durable Goods
APU,5984,Retail Trade,Miscellaneous Retail
RN,2035,Manufacturing,Food & Kindred Products
FSTH,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
OPEN,7370,Services,Business Services
MMTS,7810,Services,Motion Pictures
AOS,3714,Manufacturing,Transportation Equipment
FPBN,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
SHCI,8093,Services,Health Services
MDCD,3570,Manufacturing,Industrial Machinery & Equipment
CBTSY,7370,Services,Business Services
DIMD,3570,Manufacturing,Industrial Machinery & Equipment
ESCO,3350,Manufacturing,Primary Metal Industries
GOTH,1310,Mining,Oil & Gas Extraction
MDQ,7336,Services,Business Services
SKRI,2620,Manufacturing,Paper & Allied Products
INTO,5390,Retail Trade,General Merchandise Stores
PBK,6021,"Finance, Insurance & Real Estate",Banking
NVTK,3440,Manufacturing,Fabricated Metal Products
BSBI,2326,Manufacturing,Apparel
RTWI,6330,"Finance, Insurance & Real Estate",Insurance Carriers
TAIT,5060,Wholesale Trade,Wholesale Trade - Durable Goods
FNH,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
PPTV,3570,Manufacturing,Industrial Machinery & Equipment
TSH,6719,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ATGI,7370,Services,Business Services
GCABY,4840,"Transportation, Communications & Utilities",Communications
OMG,3663,Manufacturing,Electronic & Other Electrical Equipment
JXSB,6030,"Finance, Insurance & Real Estate",Banking
ANAD,3670,Manufacturing,Electronic & Other Electrical Equipment
STCL,4810,"Transportation, Communications & Utilities",Communications
IKOS,7373,Services,Business Services
CHSE,5040,Wholesale Trade,Wholesale Trade - Durable Goods
ERDR,3840,Manufacturing,Instruments & Related Products
SKYS,1041,Mining,Metal Mining
AGCH,3520,Manufacturing,Industrial Machinery & Equipment
CXSNF,6790,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
BCYR,3530,Manufacturing,Industrial Machinery & Equipment
HAUP,3577,Manufacturing,Industrial Machinery & Equipment
NOK,3699,Manufacturing,Electronic & Other Electrical Equipment
GBPW,4910,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
DWL,6531,"Finance, Insurance & Real Estate",Real Estate
WTZRA,1520,Construction,Building Construction
PMD,6799,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
RESI,4950,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
PCES,7370,Services,Business Services
JANX,5090,Wholesale Trade,Wholesale Trade - Durable Goods
NWCA,8050,Services,Health Services
REPS,3310,Manufacturing,Primary Metal Industries
CELI,8731,Services,Engineering & Management Services
NRC,6331,"Finance, Insurance & Real Estate",Insurance Carriers
WIX,8732,Services,Engineering & Management Services
LH,8731,Services,Engineering & Management Services
SMIN,1380,Mining,Oil & Gas Extraction
GEMS,3660,Manufacturing,Electronic & Other Electrical Equipment
MEDD,3840,Manufacturing,Instruments & Related Products
SBC,4813,"Transportation, Communications & Utilities",Communications
MKTL,3660,Manufacturing,Electronic & Other Electrical Equipment
IQ,7389,Services,Business Services
EBCP,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
NBT,6021,"Finance, Insurance & Real Estate",Banking
SFB,6035,"Finance, Insurance & Real Estate",Banking
CHB,6719,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
DELGF,1040,Mining,Metal Mining
TSXX,3660,Manufacturing,Electronic & Other Electrical Equipment
PSIX,4810,"Transportation, Communications & Utilities",Communications
BHW,6719,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
FFPC,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ACTV,3663,Manufacturing,Electronic & Other Electrical Equipment
PANX,2834,Manufacturing,Chemicals
NETVA,3660,Manufacturing,Electronic & Other Electrical Equipment
ANET,3660,Manufacturing,Electronic & Other Electrical Equipment
CRAA,8090,Services,Health Services
TCTV,4840,"Transportation, Communications & Utilities",Communications
PGLD,3650,Manufacturing,Electronic & Other Electrical Equipment
SPGNA,3820,Manufacturing,Instruments & Related Products
KHG,6021,"Finance, Insurance & Real Estate",Banking
FFOX,7370,Services,Business Services
AAGP,5130,Wholesale Trade,Wholesale Trade - Nondurable Goods
SHU,4225,"Transportation, Communications & Utilities",Transportation
AGMIF,2870,Manufacturing,Chemicals
STMD,3690,Manufacturing,Electronic & Other Electrical Equipment
ISNS,3660,Manufacturing,Electronic & Other Electrical Equipment
USBN,6020,"Finance, Insurance & Real Estate",Banking
HAND,4959,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
NALF,6140,"Finance, Insurance & Real Estate",Credit Agencies
OSYS,8090,Services,Health Services
GRDG,5710,Retail Trade,Home Furniture & Equipment
SGII,8731,Services,Engineering & Management Services
HHH,2821,Manufacturing,Chemicals
LANPF,7370,Services,Business Services
TOON,7812,Services,Motion Pictures
TNCX,3570,Manufacturing,Industrial Machinery & Equipment
TRTC,3825,Manufacturing,Instruments & Related Products
IATV,3663,Manufacturing,Electronic & Other Electrical Equipment
RBBR,3060,Manufacturing,Rubber & Plastics Products
ASBP,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ONC,2835,Manufacturing,Chemicals
EPHI,3840,Manufacturing,Instruments & Related Products
ATCT,7389,Services,Business Services
ONM,8071,Services,Health Services
VASO,3840,Manufacturing,Instruments & Related Products
MTCI,7372,Services,Business Services
GTSX,3949,Manufacturing,Miscellaneous Manufacturing
CRWF,7322,Services,Business Services
ELCC,4810,"Transportation, Communications & Utilities",Communications
BRIMF,4920,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
RES,1389,Mining,Oil & Gas Extraction
ZLG,3674,Manufacturing,Electronic & Other Electrical Equipment
AGAI,3550,Manufacturing,Industrial Machinery & Equipment
CISC,8970,Services,
FBAI,2010,Manufacturing,Food & Kindred Products
HAVA,5013,Wholesale Trade,Wholesale Trade - Durable Goods
LTUS,5810,Retail Trade,Eating & Drinking Places
ERDI,7380,Services,Business Services
OPAL,3820,Manufacturing,Instruments & Related Products
FNBF,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
TRAV,4720,"Transportation, Communications & Utilities",Transportation
COMC,4813,"Transportation, Communications & Utilities",Communications
RXL,5063,Wholesale Trade,Wholesale Trade - Durable Goods
SAB,1311,Mining,Oil & Gas Extraction
LUCR,8980,Services,
HPS,6799,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
BAANF,7370,Services,Business Services
TSSW,5190,Wholesale Trade,Wholesale Trade - Nondurable Goods
JEFF,6060,"Finance, Insurance & Real Estate",Banking
SOC,5722,Retail Trade,Home Furniture & Equipment
PIONA,2810,Manufacturing,Chemicals
ENER,8730,Services,Engineering & Management Services
JCC,8731,Services,Engineering & Management Services
RATL,7372,Services,Business Services
HLIT,3660,Manufacturing,Electronic & Other Electrical Equipment
TDSC,3559,Manufacturing,Industrial Machinery & Equipment
INTE,7370,Services,Business Services
ABTX,2830,Manufacturing,Chemicals
PLI,3861,Manufacturing,Instruments & Related Products
WRSI,5812,Retail Trade,Eating & Drinking Places
VSVR,3670,Manufacturing,Electronic & Other Electrical Equipment
UUNT,4810,"Transportation, Communications & Utilities",Communications
KIDD,5122,Wholesale Trade,Wholesale Trade - Nondurable Goods
APPS,6324,"Finance, Insurance & Real Estate",Insurance Carriers
BGP,5942,Retail Trade,Miscellaneous Retail
HDNG,3540,Manufacturing,Industrial Machinery & Equipment
WCOM,4810,"Transportation, Communications & Utilities",Communications
NXGN,3670,Manufacturing,Electronic & Other Electrical Equipment
SVG,3555,Manufacturing,Industrial Machinery & Equipment
NEOL,3851,Manufacturing,Instruments & Related Products
MXIS,7370,Services,Business Services
WLET,3670,Manufacturing,Electronic & Other Electrical Equipment
FFRV,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
RA,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
NINE,3570,Manufacturing,Industrial Machinery & Equipment
LTTO,2720,Manufacturing,Printing & Publishing
MITK,7373,Services,Business Services
UNMG,2030,Manufacturing,Food & Kindred Products
OVID,7370,Services,Business Services
SKYS,1080,Mining,Metal Mining
CLCX,8220,Services,Educational Services
VSR,8748,Services,Engineering & Management Services
FUND,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
SUNS,5180,Wholesale Trade,Wholesale Trade - Nondurable Goods
MURXF,2830,Manufacturing,Chemicals
CWCOF,4940,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
QBAL,7990,Services,Amusement & Recreation
RTII,7389,Services,Business Services
SPTK,7290,Services,Personal Services
BHIX,2450,Manufacturing,Lumber & Wood Products
USN,2522,Manufacturing,Furniture & Fixtures
GFCO,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
FEIC,3820,Manufacturing,Instruments & Related Products
JAHI,7380,Services,Business Services
USOR,7373,Services,Business Services
